sample_id,label,fold,n_red_polygons,out_of_range_vertices,mask_area,area_ratio,bbox_x0,bbox_y0,bbox_x1,bbox_y1,bbox_width,bbox_height,bbox_max_side,upsample_factor,context_box_width,context_box_height
MR0925,4,2,6,0,19189,0.1301337348090278,48,115,311,357,263,242,263,1.4600760456273765,364,318
MR0926,4,1,9,0,26715,0.18117268880208334,60,38,333,364,273,326,326,1.177914110429448,379,384
MR0927,4,4,5,0,19916,0.1350640190972222,48,53,282,335,234,282,282,1.3617021276595744,328,384
MR0928,4,5,5,0,20490,0.13895670572916666,96,90,336,356,240,266,266,1.443609022556391,336,348
MR0929,4,3,7,0,21999,0.14919026692708334,57,60,329,326,272,266,272,1.411764705882353,382,374
MR0930,2,5,7,0,20825,0.1412285698784722,100,66,336,335,236,269,269,1.4275092936802973,332,372
MR0931,3,4,5,0,25983,0.17620849609375,48,7,288,350,240,343,343,1.119533527696793,336,384
MR0932,4,1,7,0,23188,0.1572536892361111,61,42,327,361,266,319,319,1.2037617554858935,374,384
MR0933,4,2,8,0,23411,0.15876600477430555,104,29,336,354,232,325,325,1.1815384615384616,326,384
MR0934,4,5,7,0,20208,0.13704427083333334,48,43,282,348,234,305,305,1.259016393442623,328,384
MR0935,4,2,6,0,10188,0.069091796875,62,155,323,357,261,202,261,1.471264367816092,367,270
MR0908,4,3,11,0,23596,0.16002061631944445,58,25,327,361,269,336,336,1.1428571428571428,377,384
MR0936,2,3,9,0,16796,0.11390516493055555,128,91,336,359,208,268,268,1.4328358208955223,292,347
MR0907,3,2,7,0,17577,0.11920166015625,48,48,281,354,233,306,306,1.2549019607843137,327,384
MR0905,2,3,9,0,17552,0.11903211805555555,58,48,321,359,263,311,311,1.234726688102894,369,384
MR0878,4,1,5,0,9634,0.0653347439236111,61,167,323,345,262,178,262,1.465648854961832,368,250
MR0879,1,4,7,0,14794,0.10032823350694445,63,98,336,347,273,249,273,1.4065934065934067,376,336
MR0880,4,2,6,0,21010,0.1424831814236111,49,45,318,346,269,301,301,1.2757475083056478,372,384
MR0881,4,2,8,0,7901,0.053582085503472224,76,117,307,300,231,183,231,1.6623376623376624,325,257
MR0882,1,1,7,0,15932,0.10804578993055555,73,111,329,319,256,208,256,1.5,360,292
MR0883,4,5,8,0,13961,0.09467909071180555,63,109,307,329,244,220,244,1.5737704918032787,342,308
MR0884,2,3,7,0,7872,0.053385416666666664,77,105,312,359,235,254,254,1.5118110236220472,329,330
MR0885,2,2,9,0,14075,0.09545220269097222,89,108,324,329,235,221,235,1.6340425531914893,329,311
MR0886,3,4,13,0,12881,0.08735487196180555,59,107,309,328,250,221,250,1.536,350,311
MR0887,3,3,6,0,25546,0.1732449001736111,48,130,328,362,280,232,280,1.3714285714285714,384,301
MR0888,4,3,5,0,29604,0.20076497395833334,48,53,287,365,239,312,312,1.2307692307692308,335,384
MR0889,4,4,5,0,24271,0.16459825303819445,76,124,336,359,260,235,260,1.476923076923077,360,307
MR0890,4,3,8,0,24962,0.1692843967013889,71,55,326,363,255,308,308,1.2467532467532467,357,384
MR0891,4,2,8,0,25640,0.1738823784722222,111,48,336,363,225,315,315,1.2190476190476192,315,384
MR0892,4,4,6,0,21828,0.14803059895833334,48,55,284,363,236,308,308,1.2467532467532467,332,384
MR0893,3,5,7,0,19042,0.12913682725694445,67,72,320,361,253,289,289,1.328719723183391,355,370
MR0894,4,4,7,0,14696,0.09966362847222222,141,40,336,363,195,323,323,1.1888544891640866,273,384
MR0895,3,1,7,0,14051,0.09528944227430555,48,74,278,353,230,279,279,1.3763440860215055,322,366
MR0896,3,3,6,0,14536,0.09857855902777778,66,60,315,357,249,297,297,1.292929292929293,349,384
MR0897,2,1,6,0,10311,0.06992594401041667,155,168,336,362,181,194,194,1.9793814432989691,255,255
MR0898,3,2,7,0,13508,0.09160698784722222,48,56,256,355,208,299,299,1.2842809364548495,292,384
MR0899,3,3,4,0,12897,0.08746337890625,76,180,324,359,248,179,248,1.5483870967741935,348,240
MR0900,2,4,6,0,13427,0.09105767144097222,144,66,336,359,192,293,293,1.310580204778157,270,377
MR0901,2,3,6,0,12215,0.08283827039930555,48,68,261,354,213,286,286,1.3426573426573427,299,374
MR0902,2,4,4,0,10810,0.07331000434027778,67,189,318,363,251,174,251,1.5298804780876494,353,230
MR0903,2,3,8,0,12125,0.08222791883680555,151,72,336,366,185,294,294,1.3061224489795917,259,371
MR0904,3,2,5,0,6769,0.045905219184027776,75,192,230,357,155,165,165,2.327272727272727,217,225
MR0906,4,1,10,0,20113,0.13640001085069445,105,53,336,357,231,304,304,1.263157894736842,325,384
MR0937,4,1,5,0,13701,0.09291585286458333,48,160,274,358,226,198,226,1.6991150442477876,318,264
MR0938,4,1,5,0,3635,0.024651421440972224,86,138,302,271,216,133,216,1.7777777777777777,304,187
MR0939,0,3,5,0,10472,0.0710177951388889,78,145,273,353,195,208,208,1.8461538461538463,273,281
MR0972,4,3,6,0,27272,0.18495008680555555,48,72,292,352,244,280,280,1.3714285714285714,341,368
MR0973,3,5,6,0,22016,0.14930555555555555,96,104,336,353,240,249,249,1.5421686746987953,336,330
MR0974,4,5,6,0,16881,0.11448160807291667,62,105,324,359,262,254,262,1.465648854961832,368,330
MR0975,3,4,5,0,21126,0.14326985677083334,48,80,281,358,233,278,278,1.381294964028777,327,360
MR0976,4,2,6,0,19282,0.1307644314236111,102,91,336,361,234,270,270,1.4222222222222223,328,347
MR0977,3,5,6,0,21861,0.14825439453125,55,71,322,363,267,292,292,1.3150684931506849,375,372
MR0978,4,4,5,0,23991,0.16269938151041666,48,78,283,361,235,283,283,1.3568904593639577,329,363
MR0979,3,4,6,0,20217,0.13710530598958334,100,79,335,356,235,277,277,1.3862815884476534,329,361
MR0980,2,4,8,0,20077,0.13615587022569445,67,87,333,355,266,268,268,1.4328358208955223,371,351
MR0981,4,5,6,0,21307,0.1444973415798611,102,91,336,352,234,261,261,1.471264367816092,328,346
MR0982,4,2,7,0,25060,0.1699490017361111,48,71,282,352,234,281,281,1.3665480427046264,328,370
MR0983,3,1,9,0,14115,0.09572347005208333,65,60,319,354,254,294,294,1.3061224489795917,356,383
MR0984,4,3,8,0,19112,0.1296115451388889,120,63,334,362,214,299,299,1.2842809364548495,300,381
MR0985,3,3,11,0,16232,0.1100802951388889,54,46,278,353,224,307,307,1.250814332247557,314,384
MR0986,2,4,7,0,5413,0.03670925564236111,128,130,304,359,176,229,229,1.6768558951965065,248,300
MR0987,4,5,6,0,7217,0.048943413628472224,116,138,326,363,210,225,225,1.7066666666666668,294,291
MR0988,3,4,7,0,6123,0.041524251302083336,84,90,252,356,168,266,266,1.443609022556391,236,348
MR0989,2,4,5,0,3259,0.022101508246527776,131,201,301,359,170,158,170,2.2588235294117647,238,215
MR0990,1,3,4,0,3630,0.024617513020833332,82,193,227,355,145,162,162,2.3703703703703702,203,224
MR0991,1,3,4,0,2207,0.014967176649305556,224,129,305,356,81,227,227,1.6916299559471366,115,301
MR0992,4,4,8,0,22774,0.1544460720486111,56,59,315,357,259,298,298,1.2885906040268456,363,384
MR0993,4,5,6,0,17370,0.1177978515625,97,157,333,363,236,206,236,1.6271186440677967,332,269
MR0994,4,4,6,0,21765,0.14760335286458334,48,150,298,359,250,209,250,1.536,348,276
MR0995,4,4,6,0,13154,0.0892062717013889,57,168,319,330,262,162,262,1.465648854961832,368,228
MR0996,4,1,4,0,13235,0.0897555881076389,105,171,336,335,231,164,231,1.6623376623376624,325,230
MR0997,4,2,7,0,19004,0.1288791232638889,48,94,289,347,241,253,253,1.517786561264822,338,341
MR0998,2,3,6,0,14579,0.09887017144097222,62,173,324,360,262,187,262,1.465648854961832,368,249
MR0971,4,1,5,0,17741,0.12031385633680555,59,171,320,360,261,189,261,1.471264367816092,367,251
MR0970,3,3,5,0,22337,0.1514824761284722,48,123,291,365,243,242,243,1.5802469135802468,340,310
MR0969,3,1,5,0,23651,0.1603936089409722,87,145,333,358,246,213,246,1.5609756097560976,346,282
MR0968,3,4,5,0,18882,0.1280517578125,48,174,313,353,265,179,265,1.4490566037735848,366,246
MR0940,3,5,4,0,12453,0.08445231119791667,137,183,336,352,199,169,199,1.92964824120603,279,235
MR0941,3,2,8,0,34419,0.23341878255208334,57,42,336,360,279,318,318,1.2075471698113207,383,384
MR0942,4,4,7,0,28553,0.1936374240451389,85,54,336,363,251,309,309,1.2427184466019416,350,384
MR0943,4,3,5,0,30435,0.20640055338541666,48,58,309,367,261,309,309,1.2427184466019416,362,384
MR0944,4,5,5,0,27953,0.1895684136284722,48,34,332,364,284,330,330,1.1636363636363636,384,384
MR0945,4,2,4,0,25473,0.17274983723958334,48,168,300,359,252,191,252,1.5238095238095237,351,255
MR0946,4,1,4,0,26225,0.1778496636284722,81,139,336,362,255,223,255,1.5058823529411764,354,290
MR0947,4,2,6,0,27446,0.1861300998263889,52,34,336,363,284,329,329,1.1671732522796352,384,384
MR0948,4,5,3,0,21903,0.14853922526041666,93,146,336,354,243,208,243,1.5802469135802468,340,280
MR0949,4,2,5,0,25479,0.17279052734375,48,159,309,359,261,200,261,1.471264367816092,362,265
MR0950,4,1,8,0,27302,0.1851535373263889,50,73,334,360,284,287,287,1.3379790940766552,384,369
MR0951,4,3,4,0,24974,0.1693657769097222,95,155,336,361,241,206,241,1.5933609958506223,338,271
MR0952,4,5,6,0,21637,0.1467352973090278,48,80,305,359,257,279,279,1.3763440860215055,357,360
MR0877,4,4,7,0,30378,0.20601399739583334,48,23,319,350,271,327,327,1.1743119266055047,374,384
MR0953,4,5,7,0,24332,0.1650119357638889,51,29,336,359,285,330,330,1.1636363636363636,384,384
MR0955,3,2,4,0,21559,0.1462063259548611,95,157,336,362,241,205,241,1.5933609958506223,338,268
MR0956,3,1,8,0,26310,0.17842610677083334,49,69,336,358,287,289,289,1.328719723183391,384,373
MR0957,4,3,5,0,17155,0.11633978949652778,101,158,336,356,235,198,235,1.6340425531914893,329,266
MR0958,3,3,4,0,21762,0.1475830078125,48,69,301,358,253,289,289,1.328719723183391,352,373
MR0959,3,1,2,0,1173,0.007954915364583334,145,218,245,261,100,43,100,3.84,140,61
MR0960,3,1,3,0,8630,0.058525933159722224,134,75,289,292,155,217,217,1.7695852534562213,217,305
MR0961,3,1,2,0,2457,0.01666259765625,102,73,185,257,83,184,184,2.0869565217391304,117,258
MR0962,1,3,7,0,4557,0.030904134114583332,83,75,317,295,234,220,234,1.641025641025641,328,308
MR0963,4,5,7,0,12762,0.0865478515625,107,78,331,357,224,279,279,1.3763440860215055,314,362
MR0964,4,3,5,0,11287,0.07654486762152778,61,75,281,338,220,263,263,1.4600760456273765,308,362
MR0965,1,1,3,0,1871,0.012688530815972222,121,78,249,263,128,185,185,2.075675675675676,180,259
MR0966,4,3,6,0,17334,0.1175537109375,104,71,328,355,224,284,284,1.352112676056338,314,370
MR0967,4,1,7,0,12967,0.08793809678819445,57,57,272,349,215,292,292,1.3150684931506849,301,384
MR0954,4,5,6,0,21835,0.1480780707465278,48,37,305,355,257,318,318,1.2075471698113207,357,384
MR0749,4,2,5,0,22723,0.15410020616319445,73,71,336,361,263,290,290,1.3241379310344827,364,371
MR0876,2,5,6,0,25223,0.1710544162326389,67,35,336,340,269,305,305,1.259016393442623,371,384
MR0874,4,5,5,0,27835,0.18876817491319445,68,36,336,351,268,315,315,1.2190476190476192,370,384
MR0784,4,1,5,0,27572,0.1869845920138889,76,29,336,364,260,335,335,1.146268656716418,360,384
MR0785,4,3,5,0,30157,0.20451524522569445,50,20,335,360,285,340,340,1.1294117647058823,384,384
MR0786,2,4,5,0,28577,0.19380018446180555,75,32,336,364,261,332,332,1.1566265060240963,362,384
MR0787,2,3,6,0,26781,0.18162027994791666,48,32,299,359,251,327,327,1.1743119266055047,350,384
MR0788,4,4,6,0,28922,0.1961398654513889,48,39,331,361,283,322,322,1.1925465838509317,384,384
MR0789,4,3,6,0,26178,0.17753092447916666,73,29,336,363,263,334,334,1.1497005988023952,364,384
MR0790,3,1,5,0,25644,0.17390950520833334,48,38,303,360,255,322,322,1.1925465838509317,354,384
MR0791,4,3,5,0,26708,0.1811252170138889,48,63,336,361,288,298,298,1.2885906040268456,384,381
MR0792,3,4,5,0,29623,0.2008938259548611,75,41,336,361,261,320,320,1.2,362,384
MR0793,3,3,5,0,28544,0.1935763888888889,48,44,322,362,274,318,318,1.2075471698113207,377,384
MR0794,4,2,3,0,12346,0.08372667100694445,57,170,329,361,272,191,272,1.411764705882353,382,253
MR0795,1,4,8,0,20649,0.14003499348958334,88,49,336,361,248,312,312,1.2307692307692308,346,384
MR0796,2,2,6,0,15243,0.10337320963541667,48,21,286,361,238,340,340,1.1294117647058823,334,384
MR0797,1,3,9,0,11927,0.08088514539930555,107,46,336,359,229,313,313,1.2268370607028753,321,384
MR0798,2,4,8,0,10655,0.07225884331597222,70,13,290,357,220,344,344,1.1162790697674418,308,384
MR0799,2,2,5,0,12373,0.08390977647569445,70,50,327,361,257,311,311,1.234726688102894,361,384
MR0800,0,2,5,0,18455,0.1251559787326389,59,35,332,360,273,325,325,1.1815384615384616,380,384
MR0801,2,4,7,0,19531,0.1324530707465278,107,47,336,359,229,312,312,1.2307692307692308,321,384
MR0802,2,3,7,0,15836,0.1073947482638889,48,43,302,358,254,315,315,1.2190476190476192,353,384
MR0803,2,3,7,0,16217,0.10997856987847222,71,29,335,361,264,332,332,1.1566265060240963,366,384
MR0804,1,3,10,0,13249,0.08985053168402778,48,17,297,357,249,340,340,1.1294117647058823,347,384
MR0805,2,5,8,0,23425,0.15886094835069445,83,51,336,357,253,306,306,1.2549019607843137,352,384
MR0806,2,2,6,0,12774,0.08662923177083333,68,55,328,361,260,306,306,1.2549019607843137,364,384
MR0807,0,2,8,0,19980,0.135498046875,91,37,336,360,245,323,323,1.1888544891640866,342,384
MR0808,2,1,6,0,10503,0.07122802734375,48,40,251,356,203,316,316,1.2151898734177216,285,384
MR0809,0,1,5,0,13720,0.0930447048611111,51,176,322,359,271,183,271,1.4169741697416973,377,245
MR0810,0,5,7,0,13006,0.08820258246527778,130,46,319,356,189,310,310,1.238709677419355,265,384
MR0783,3,4,5,0,26767,0.1815253363715278,48,24,315,366,267,342,342,1.1228070175438596,369,384
MR0811,2,2,7,0,9482,0.0643039279513889,50,66,247,358,197,292,292,1.3150684931506849,277,377
MR0782,4,1,5,0,29766,0.20186360677083334,48,28,334,361,286,333,333,1.1531531531531531,384,384
MR0780,3,5,5,0,24447,0.16579182942708334,97,76,336,362,239,286,286,1.3426573426573427,335,366
MR0751,4,2,4,0,17240,0.1169162326388889,55,180,320,363,265,183,265,1.4490566037735848,371,241
MR0752,4,4,6,0,24062,0.1631808810763889,62,89,332,364,270,275,275,1.3963636363636365,376,350
MR0753,4,2,5,0,17133,0.11619059244791667,48,180,302,366,254,186,254,1.5118110236220472,353,242
MR0754,4,4,5,0,28907,0.1960381401909722,48,41,292,357,244,316,316,1.2151898734177216,341,384
MR0755,4,2,4,0,22302,0.1512451171875,55,169,322,363,267,194,267,1.4382022471910112,375,254
MR0756,2,4,7,0,26878,0.1822781032986111,82,38,336,368,254,330,330,1.1636363636363636,353,384
MR0757,3,5,5,0,31887,0.21624755859375,48,30,300,356,252,326,326,1.177914110429448,351,384
MR0758,4,5,5,0,20217,0.13710530598958334,59,73,323,360,264,287,287,1.3379790940766552,370,369
MR0759,1,4,7,0,23323,0.1581692165798611,95,34,336,355,241,321,321,1.1962616822429906,338,384
MR0760,4,3,5,0,17366,0.1177707248263889,48,83,263,359,215,276,276,1.391304347826087,301,357
MR0761,2,4,6,0,16924,0.1147732204861111,80,78,324,361,244,283,283,1.3568904593639577,342,363
MR0762,0,4,6,0,24742,0.1677924262152778,102,63,336,355,234,292,292,1.3150684931506849,328,380
MR0763,2,5,6,0,17298,0.1173095703125,48,84,252,357,204,273,273,1.4065934065934067,286,355
MR0764,1,3,5,0,21901,0.1485256618923611,62,67,320,360,258,293,293,1.310580204778157,362,376
MR0765,1,5,6,0,25569,0.17340087890625,99,65,336,355,237,290,290,1.3241379310344827,333,377
MR0766,3,2,6,0,21595,0.1464504665798611,48,61,294,356,246,295,295,1.3016949152542372,344,382
MR0767,3,3,8,0,33438,0.22676595052083334,48,31,298,357,250,326,326,1.177914110429448,348,384
MR0768,4,2,7,0,26915,0.1825290256076389,50,40,326,357,276,317,317,1.2113564668769716,382,384
MR0771,1,2,8,0,31529,0.21381971571180555,88,41,336,365,248,324,324,1.1851851851851851,346,384
MR0772,4,5,6,0,31304,0.21229383680555555,48,39,293,359,245,320,320,1.2,342,384
MR0773,4,2,6,0,29547,0.20037841796875,52,42,330,360,278,318,318,1.2075471698113207,384,384
MR0774,0,4,7,0,32189,0.2182956271701389,80,29,336,363,256,334,334,1.1497005988023952,356,384
MR0775,4,3,7,0,34711,0.23539903428819445,48,29,299,354,251,325,325,1.1815384615384616,350,384
MR0776,4,1,8,0,20488,0.1389431423611111,64,61,326,360,262,299,299,1.2842809364548495,368,383
MR0777,3,3,6,0,24240,0.16438802083333334,48,60,299,358,251,298,298,1.2885906040268456,350,384
MR0778,3,1,6,0,24988,0.1694607204861111,83,50,336,357,253,307,307,1.250814332247557,352,384
MR0779,3,5,6,0,23435,0.1589287651909722,64,45,324,357,260,312,312,1.2307692307692308,364,384
MR0781,4,2,5,0,23811,0.16147867838541666,48,66,297,356,249,290,290,1.3241379310344827,347,376
MR0812,2,5,5,0,1988,0.013481987847222222,129,37,263,350,134,313,313,1.2268370607028753,188,384
MR0813,1,2,4,0,4130,0.028008355034722224,160,187,323,345,163,158,163,2.355828220858896,229,222
MR0814,1,5,1,0,837,0.00567626953125,105,197,145,255,40,58,58,6.620689655172414,56,82
MR0847,4,1,5,0,16227,0.11004638671875,48,28,277,352,229,324,324,1.1851851851851851,321,384
MR0848,3,1,10,0,10279,0.06970893012152778,69,35,309,358,240,323,323,1.1888544891640866,336,384
MR0849,1,4,5,0,13183,0.08940294053819445,103,41,325,279,222,238,238,1.6134453781512605,312,327
MR0850,2,2,8,0,12407,0.0841403537326389,48,31,275,361,227,330,330,1.1636363636363636,319,384
MR0851,2,5,6,0,11657,0.07905409071180555,69,29,314,358,245,329,329,1.1671732522796352,343,384
MR0852,0,2,6,0,17055,0.11566162109375,102,45,334,362,232,317,317,1.2113564668769716,326,384
MR0853,3,4,5,0,11518,0.07811143663194445,49,31,277,356,228,325,325,1.1815384615384616,320,384
MR0854,2,3,7,0,8046,0.0545654296875,68,37,309,358,241,321,321,1.1962616822429906,339,384
MR0855,1,1,7,0,8926,0.06053331163194445,127,41,336,356,209,315,315,1.2190476190476192,293,384
MR0856,2,3,7,0,9630,0.0653076171875,50,37,266,352,216,315,315,1.2190476190476192,304,384
MR0857,3,1,6,0,11224,0.07611762152777778,57,182,330,357,273,175,273,1.4065934065934067,382,237
MR0858,2,3,5,0,20448,0.138671875,79,164,336,360,257,196,257,1.4941634241245136,357,260
MR0859,4,2,4,0,16115,0.1092868381076389,78,138,304,354,226,216,226,1.6991150442477876,318,290
MR0860,3,4,5,0,12771,0.08660888671875,57,183,328,354,271,171,271,1.4169741697416973,381,236
MR0861,3,5,6,0,22490,0.1525200737847222,89,52,336,356,247,304,304,1.263157894736842,345,384
MR0862,4,5,5,0,20081,0.13618299696180555,49,117,311,353,262,236,262,1.465648854961832,364,315
MR0863,3,3,6,0,7656,0.051920572916666664,64,178,326,340,262,162,262,1.465648854961832,368,228
MR0864,2,4,8,0,29800,0.2020941840277778,48,42,322,336,274,294,294,1.3061224489795917,377,384
MR0865,4,3,6,0,20087,0.1362236870659722,69,7,336,341,267,334,334,1.1497005988023952,369,384
MR0866,4,4,4,0,5138,0.034844292534722224,60,188,319,345,259,157,259,1.4826254826254825,363,221
MR0867,2,4,7,0,20292,0.13761393229166666,48,27,320,347,272,320,320,1.2,375,384
MR0868,4,2,5,0,16715,0.11335584852430555,68,57,317,351,249,294,294,1.3061224489795917,349,384
MR0869,4,1,4,0,12115,0.08216010199652778,54,163,333,344,279,181,279,1.3763440860215055,384,255
MR0870,2,5,6,0,31165,0.21135118272569445,48,32,321,352,273,320,320,1.2,376,384
MR0871,4,1,8,0,29754,0.2017822265625,70,32,336,346,266,314,314,1.2229299363057324,368,384
MR0872,4,5,5,0,11287,0.07654486762152778,63,37,333,351,270,314,314,1.2229299363057324,375,384
MR0873,2,4,7,0,27385,0.18571641710069445,48,28,319,347,271,319,319,1.2037617554858935,374,384
MR0846,1,2,7,0,15347,0.10407850477430555,110,41,336,353,226,312,312,1.2307692307692308,318,384
MR0845,3,3,6,0,13012,0.08824327256944445,63,34,310,352,247,318,318,1.2075471698113207,347,384
MR0844,4,2,5,0,15962,0.1082492404513889,48,36,275,357,227,321,321,1.1962616822429906,319,384
MR0843,0,1,5,0,19853,0.1346367730034722,108,45,336,350,228,305,305,1.259016393442623,320,384
MR0815,1,1,2,0,877,0.005947536892361111,141,218,254,262,113,44,113,3.398230088495575,159,62
MR0816,1,3,2,0,469,0.003180609809027778,120,215,248,266,128,51,128,3.0,180,73
MR0817,1,2,4,0,2655,0.01800537109375,240,64,323,355,83,291,291,1.3195876288659794,117,379
MR0818,1,4,1,0,333,0.00225830078125,209,218,244,256,35,38,38,10.105263157894736,49,54
MR0819,1,5,1,0,78,0.0005289713541666666,236,238,251,255,15,17,17,22.58823529411765,21,25
MR0820,1,1,4,0,9638,0.06536187065972222,70,56,272,351,202,295,295,1.3016949152542372,284,384
MR0821,1,3,6,0,9975,0.06764729817708333,69,72,330,357,261,285,285,1.3473684210526315,367,369
MR0822,3,3,8,0,14210,0.09636773003472222,49,71,266,356,217,285,285,1.3473684210526315,305,370
MR0823,3,1,8,0,20438,0.1386040581597222,111,75,336,357,225,282,282,1.3617021276595744,315,366
MR0824,4,1,5,0,22522,0.1527370876736111,50,45,329,311,279,266,279,1.3763440860215055,384,365
MR0825,4,3,5,0,28963,0.1964179144965278,48,54,298,357,250,303,303,1.2673267326732673,348,384
MR0826,4,2,7,0,26163,0.17742919921875,98,46,336,330,238,284,284,1.352112676056338,334,384
MR0827,4,2,5,0,26871,0.18223063151041666,56,54,323,324,267,270,270,1.4222222222222223,375,378
MR0875,4,1,5,0,12235,0.0829739040798611,66,165,331,343,265,178,265,1.4490566037735848,371,250
MR0828,4,5,6,0,25572,0.17342122395833334,48,55,303,338,255,283,283,1.3568904593639577,354,384
MR0830,4,2,6,0,20129,0.1365085177951389,66,54,303,359,237,305,305,1.259016393442623,333,384
MR0831,4,5,5,0,12065,0.0818210177951389,105,153,327,360,222,207,222,1.7297297297297298,312,273
MR0832,4,1,5,0,12281,0.0832858615451389,48,75,240,356,192,281,281,1.3665480427046264,270,366
MR0833,4,5,4,0,10313,0.06993950737847222,122,161,305,356,183,195,195,1.9692307692307693,257,262
MR0834,4,2,5,0,15869,0.10761854383680555,48,55,238,357,190,302,302,1.271523178807947,266,384
MR0835,4,2,8,0,25080,0.17008463541666666,54,64,297,360,243,296,296,1.2972972972972974,341,380
MR0836,4,3,8,0,15829,0.10734727647569445,60,53,299,363,239,310,310,1.238709677419355,335,384
MR0837,3,3,6,0,13135,0.0890774197048611,48,43,274,353,226,310,310,1.238709677419355,318,384
MR0838,4,4,6,0,12526,0.08494737413194445,107,72,331,359,224,287,287,1.3379790940766552,314,370
MR0839,4,4,6,0,15212,0.10316297743055555,73,31,321,362,248,331,331,1.1601208459214503,348,384
MR0840,1,5,7,0,19967,0.1354098849826389,103,42,336,357,233,315,315,1.2190476190476192,327,384
MR0841,3,3,5,0,18947,0.12849256727430555,48,31,280,364,232,333,333,1.1531531531531531,326,384
MR0842,4,5,4,0,14165,0.09606255425347222,69,32,321,277,252,245,252,1.5238095238095237,354,326
MR0829,4,2,5,0,24636,0.16707356770833334,101,59,336,322,235,263,263,1.4600760456273765,329,369
MR0999,4,2,5,0,20621,0.13984510633680555,93,166,336,356,243,190,243,1.5802469135802468,340,256
MR0499,3,4,5,0,13003,0.08818223741319445,53,179,329,361,276,182,276,1.391304347826087,384,242
MR0497,2,4,4,0,18353,0.12446424696180555,84,137,336,353,252,216,252,1.5238095238095237,351,291
MR0158,3,3,3,0,7720,0.05235460069444445,129,125,329,261,200,136,200,1.92,280,192
MR0159,4,3,4,0,11300,0.0766330295138889,85,48,264,278,179,230,230,1.6695652173913043,251,322
MR0160,1,2,4,0,5993,0.040642632378472224,54,23,327,255,273,232,273,1.4065934065934067,382,302
MR0161,4,5,4,0,10101,0.06850179036458333,107,19,273,266,166,247,247,1.5546558704453441,234,316
MR0162,3,3,4,0,8215,0.05571153428819445,73,141,271,353,198,212,212,1.8113207547169812,278,286
MR0163,1,5,2,0,6891,0.046732584635416664,54,170,329,262,275,92,275,1.3963636363636365,384,130
MR0164,3,3,4,0,6972,0.047281901041666664,113,138,315,354,202,216,216,1.7777777777777777,284,290
MR0165,2,3,3,0,6092,0.041314019097222224,84,165,235,354,151,189,189,2.0317460317460316,213,257
MR0166,3,5,3,0,8744,0.05929904513888889,84,181,312,288,228,107,228,1.6842105263157894,320,151
MR0167,4,3,6,0,12809,0.08686659071180555,89,119,336,320,247,201,247,1.5546558704453441,345,283
MR0168,4,4,5,0,10060,0.06822374131944445,52,119,285,305,233,186,233,1.648068669527897,327,262
MR0169,4,2,4,0,8870,0.06015353732638889,78,119,306,282,228,163,228,1.6842105263157894,320,229
MR0170,4,3,5,0,7900,0.05357530381944445,50,125,252,276,202,151,202,1.900990099009901,284,213
MR0171,4,3,4,0,10927,0.07410346137152778,95,123,336,297,241,174,241,1.5933609958506223,338,244
MR0172,3,2,5,0,11390,0.0772433810763889,79,87,312,285,233,198,233,1.648068669527897,327,278
MR0173,3,4,4,0,12038,0.0816379123263889,97,118,336,316,239,198,239,1.606694560669456,335,278
MR0174,3,5,6,0,8638,0.05858018663194445,49,87,252,275,203,188,203,1.8916256157635467,285,264
MR0175,2,1,5,0,8677,0.058844672309027776,82,127,311,277,229,150,229,1.6768558951965065,321,210
MR0176,3,1,5,0,9074,0.06153700086805555,49,126,245,285,196,159,196,1.9591836734693877,276,223
MR0177,4,5,5,0,11264,0.0763888888888889,86,132,334,323,248,191,248,1.5483870967741935,348,269
MR0178,3,1,5,0,11639,0.07893202039930555,55,194,310,360,255,166,255,1.5058823529411764,357,224
MR0179,4,1,5,0,12825,0.08697509765625,103,182,336,355,233,173,233,1.648068669527897,327,237
MR0180,3,3,4,0,10639,0.07215033637152778,62,184,266,354,204,170,204,1.8823529411764706,286,234
MR0181,2,5,6,0,13489,0.09147813585069445,61,193,332,361,271,168,271,1.4169741697416973,378,225
MR0182,2,3,4,0,10618,0.07200792100694445,137,193,336,358,199,165,199,1.92964824120603,279,224
MR0183,2,2,6,0,12464,0.08452690972222222,48,180,269,369,221,189,221,1.737556561085973,311,242
MR0184,1,2,5,0,12755,0.08650037977430555,58,178,312,359,254,181,254,1.5118110236220472,356,243
MR0157,0,1,3,0,6306,0.042765299479166664,63,161,320,253,257,92,257,1.4941634241245136,361,130
MR0185,2,5,5,0,8451,0.05731201171875,48,76,252,358,204,282,282,1.3617021276595744,286,365
MR0156,3,1,2,0,7511,0.05093722873263889,123,170,265,286,142,116,142,2.704225352112676,200,164
MR0154,0,4,3,0,2096,0.014214409722222222,64,84,319,246,255,162,255,1.5058823529411764,357,228
MR0127,1,4,4,0,9078,0.061564127604166664,63,197,317,361,254,164,254,1.5118110236220472,356,220
MR0128,3,1,4,0,18669,0.12660725911458334,70,57,280,357,210,300,300,1.28,294,384
MR0129,2,5,5,0,10049,0.0681491427951389,89,187,296,363,207,176,207,1.855072463768116,291,233
MR0130,2,3,6,0,16742,0.11353895399305555,55,21,329,323,274,302,302,1.271523178807947,384,384
MR0131,3,1,3,0,20482,0.13890245225694445,60,113,336,345,276,232,276,1.391304347826087,380,318
